year,region_clean,causa_nombre,defunciones
2005,Antofagasta,Endocrine/Metabolic,123
2005,Antofagasta,Genitourinary diseases,88
2005,Antofagasta,Infectious diseases,58
2005,Antofagasta,Mental disorders,89
2005,Antofagasta,Nervous system,58
2005,Antofagasta,Perinatal conditions,38
2005,Antofagasta,Respiratory diseases,175
2005,Antofagasta,Symptoms (unclassified),40
2005,Antofagasta,Tumors (Cancer),703
2005,Arica y Parinacota,Circulatory diseases,257
2005,Arica y Parinacota,Congenital malformations,11
2005,Arica y Parinacota,Digestive diseases,77
2005,Arica y Parinacota,Endocrine/Metabolic,60
2005,Arica y Parinacota,Genitourinary diseases,27
2005,Arica y Parinacota,Infectious diseases,37
2005,Arica y Parinacota,Mental disorders,16
2005,Arica y Parinacota,Nervous system,28
2005,Arica y Parinacota,Perinatal conditions,10
2005,Arica y Parinacota,Respiratory diseases,82
2005,Arica y Parinacota,Symptoms (unclassified),29
2005,Arica y Parinacota,Tumors (Cancer),271
2005,Atacama,Circulatory diseases,339
2005,Atacama,Congenital malformations,25
2005,Atacama,Digestive diseases,80
2005,Atacama,Endocrine/Metabolic,61
2005,Atacama,Genitourinary diseases,31
2005,Atacama,Infectious diseases,29
2005,Atacama,Mental disorders,25
2005,Atacama,Nervous system,26
2005,Atacama,Perinatal conditions,21
2005,Atacama,Respiratory diseases,113
2005,Atacama,Symptoms (unclassified),42
2005,Atacama,Tumors (Cancer),303
2005,Bío-Bío,Circulatory diseases,2285
2005,Bío-Bío,Congenital malformations,80
2005,Bío-Bío,Digestive diseases,638
2005,Bío-Bío,Endocrine/Metabolic,343
2005,Bío-Bío,Genitourinary diseases,229
2005,Bío-Bío,Infectious diseases,182
2005,Bío-Bío,Mental disorders,212
2005,Bío-Bío,Nervous system,213
2005,Bío-Bío,Perinatal conditions,93
2005,Bío-Bío,Respiratory diseases,647
2005,Bío-Bío,Symptoms (unclassified),154
2005,Bío-Bío,Tumors (Cancer),2146
2005,Coquimbo,Circulatory diseases,938
2005,Coquimbo,Congenital malformations,43
2005,Coquimbo,Digestive diseases,193
2005,Coquimbo,Endocrine/Metabolic,147
2005,Coquimbo,Genitourinary diseases,89
2005,Coquimbo,Infectious diseases,84
2005,Coquimbo,Mental disorders,58
2005,Coquimbo,Nervous system,82
2005,Coquimbo,Perinatal conditions,36
2005,Coquimbo,Respiratory diseases,305
2005,Coquimbo,Symptoms (unclassified),136
2005,Coquimbo,Tumors (Cancer),863
2005,La Araucanía,Circulatory diseases,1438
2005,La Araucanía,Congenital malformations,48
2005,La Araucanía,Digestive diseases,334
2005,La Araucanía,Endocrine/Metabolic,223
2005,La Araucanía,Genitourinary diseases,155
2005,La Araucanía,Infectious diseases,95
2005,La Araucanía,Mental disorders,144
2005,La Araucanía,Nervous system,134
2005,La Araucanía,Perinatal conditions,40
2005,La Araucanía,Respiratory diseases,585
2005,La Araucanía,Symptoms (unclassified),467
2005,La Araucanía,Tumors (Cancer),1378
2005,Libertador General Bernardo O'Higgins,Circulatory diseases,1212
2005,Libertador General Bernardo O'Higgins,Congenital malformations,45
2005,Libertador General Bernardo O'Higgins,Digestive diseases,337
2005,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,240
2005,Libertador General Bernardo O'Higgins,Genitourinary diseases,115
2005,Libertador General Bernardo O'Higgins,Infectious diseases,65
2005,Libertador General Bernardo O'Higgins,Mental disorders,162
2005,Libertador General Bernardo O'Higgins,Nervous system,150
2005,Libertador General Bernardo O'Higgins,Perinatal conditions,47
2005,Libertador General Bernardo O'Higgins,Respiratory diseases,526
2005,Libertador General Bernardo O'Higgins,Symptoms (unclassified),167
2005,Libertador General Bernardo O'Higgins,Tumors (Cancer),1100
2005,Los Lagos,Circulatory diseases,1180
2005,Los Lagos,Congenital malformations,51
2005,Los Lagos,Digestive diseases,333
2005,Los Lagos,Endocrine/Metabolic,194
2005,Los Lagos,Genitourinary diseases,120
2005,Los Lagos,Infectious diseases,99
2005,Los Lagos,Mental disorders,98
2005,Los Lagos,Nervous system,120
2005,Los Lagos,Perinatal conditions,48
2005,Los Lagos,Respiratory diseases,483
2005,Los Lagos,Symptoms (unclassified),255
2005,Los Lagos,Tumors (Cancer),1048
2005,Los Ríos,Circulatory diseases,666
2005,Los Ríos,Congenital malformations,25
2005,Los Ríos,Digestive diseases,151
2005,Los Ríos,Endocrine/Metabolic,91
2005,Los Ríos,Genitourinary diseases,64
2005,Los Ríos,Infectious diseases,48
2005,Los Ríos,Mental disorders,67
2005,Los Ríos,Nervous system,76
2005,Los Ríos,Perinatal conditions,21
2005,Los Ríos,Respiratory diseases,207
2005,Los Ríos,Symptoms (unclassified),115
2005,Los Ríos,Tumors (Cancer),606
2005,Magallanes y de la Antártica Chilena,Circulatory diseases,295
2005,Magallanes y de la Antártica Chilena,Congenital malformations,7
2005,Magallanes y de la Antártica Chilena,Digestive diseases,60
2005,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,49
2005,Magallanes y de la Antártica Chilena,Genitourinary diseases,31
2005,Magallanes y de la Antártica Chilena,Infectious diseases,19
2005,Magallanes y de la Antártica Chilena,Mental disorders,35
2005,Magallanes y de la Antártica Chilena,Nervous system,27
2005,Magallanes y de la Antártica Chilena,Perinatal conditions,12
2005,Magallanes y de la Antártica Chilena,Respiratory diseases,69
2005,Magallanes y de la Antártica Chilena,Symptoms (unclassified),9
2005,Magallanes y de la Antártica Chilena,Tumors (Cancer),249
2005,Maule,Circulatory diseases,1658
2005,Maule,Congenital malformations,63
2005,Maule,Digestive diseases,347
2005,Maule,Endocrine/Metabolic,259
2005,Maule,Genitourinary diseases,155
2005,Maule,Infectious diseases,101
2005,Maule,Mental disorders,113
2005,Maule,Nervous system,147
2005,Maule,Perinatal conditions,43
2005,Maule,Respiratory diseases,537
2005,Maule,Symptoms (unclassified),105
2005,Maule,Tumors (Cancer),1324
2005,Región Metropolitana de Santiago,Circulatory diseases,8959
2005,Región Metropolitana de Santiago,Congenital malformations,365
2005,Región Metropolitana de Santiago,Digestive diseases,2422
2005,Región Metropolitana de Santiago,Endocrine/Metabolic,1781
2005,Región Metropolitana de Santiago,Genitourinary diseases,946
2005,Región Metropolitana de Santiago,Infectious diseases,647
2005,Región Metropolitana de Santiago,Mental disorders,1081
2005,Región Metropolitana de Santiago,Nervous system,927
2005,Región Metropolitana de Santiago,Perinatal conditions,286
2005,Región Metropolitana de Santiago,Respiratory diseases,3043
2005,Región Metropolitana de Santiago,Symptoms (unclassified),580
2005,Región Metropolitana de Santiago,Tumors (Cancer),8217
2005,Tarapacá,Circulatory diseases,273
2005,Tarapacá,Congenital malformations,14
2005,Tarapacá,Digestive diseases,90
2005,Tarapacá,Endocrine/Metabolic,45
2005,Tarapacá,Genitourinary diseases,50
2005,Tarapacá,Infectious diseases,40
2005,Tarapacá,Mental disorders,33
2005,Tarapacá,Nervous system,31
2005,Tarapacá,Perinatal conditions,7
2005,Tarapacá,Respiratory diseases,102
2005,Tarapacá,Symptoms (unclassified),30
2005,Tarapacá,Tumors (Cancer),251
2005,Valparaíso,Circulatory diseases,3175
2005,Valparaíso,Congenital malformations,94
2005,Valparaíso,Digestive diseases,664
2005,Valparaíso,Endocrine/Metabolic,471
2005,Valparaíso,Genitourinary diseases,376
2005,Valparaíso,Infectious diseases,192
2005,Valparaíso,Mental disorders,311
2005,Valparaíso,Nervous system,254
2005,Valparaíso,Perinatal conditions,74
2005,Valparaíso,Respiratory diseases,855
2005,Valparaíso,Symptoms (unclassified),181
2005,Valparaíso,Tumors (Cancer),2486
2005,Ñuble,Circulatory diseases,882
2005,Ñuble,Congenital malformations,19
2005,Ñuble,Digestive diseases,217
2005,Ñuble,Endocrine/Metabolic,146
2005,Ñuble,Genitourinary diseases,77
2005,Ñuble,Infectious diseases,64
2005,Ñuble,Mental disorders,113
2005,Ñuble,Nervous system,62
2005,Ñuble,Perinatal conditions,26
2005,Ñuble,Respiratory diseases,244
2005,Ñuble,Symptoms (unclassified),53
2005,Ñuble,Tumors (Cancer),666
2006,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,113
2006,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,11
2006,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,28
2006,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,18
2006,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,10
2006,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,10
2006,Aisén del General Carlos Ibáñez del Campo,Mental disorders,11
2006,Aisén del General Carlos Ibáñez del Campo,Nervous system,10
2006,Aisén del General Carlos Ibáñez del Campo,Perinatal conditions,3
2006,Aisén del General Carlos Ibáñez del Campo,Respiratory diseases,23
2006,Aisén del General Carlos Ibáñez del Campo,Symptoms (unclassified),17
2006,Aisén del General Carlos Ibáñez del Campo,Tumors (Cancer),108
2006,Antofagasta,Circulatory diseases,657
2006,Antofagasta,Congenital malformations,35
2006,Antofagasta,Digestive diseases,158
2006,Antofagasta,Endocrine/Metabolic,112
2006,Antofagasta,Genitourinary diseases,82
2006,Antofagasta,Infectious diseases,36
2006,Antofagasta,Mental disorders,74
2006,Antofagasta,Nervous system,59
2006,Antofagasta,Perinatal conditions,25
2006,Antofagasta,Respiratory diseases,180
2006,Antofagasta,Symptoms (unclassified),61
2006,Antofagasta,Tumors (Cancer),701
2006,Arica y Parinacota,Circulatory diseases,242
2006,Arica y Parinacota,Congenital malformations,9
2006,Arica y Parinacota,Digestive diseases,66
2006,Arica y Parinacota,Endocrine/Metabolic,71
2006,Arica y Parinacota,Genitourinary diseases,35
2006,Arica y Parinacota,Infectious diseases,32
2006,Arica y Parinacota,Mental disorders,21
2006,Arica y Parinacota,Nervous system,20
2006,Arica y Parinacota,Perinatal conditions,9
2006,Arica y Parinacota,Respiratory diseases,71
2006,Arica y Parinacota,Symptoms (unclassified),19
2006,Arica y Parinacota,Tumors (Cancer),247
2006,Atacama,Circulatory diseases,311
2006,Atacama,Congenital malformations,12
2006,Atacama,Digestive diseases,79
2006,Atacama,Endocrine/Metabolic,67
2006,Atacama,Genitourinary diseases,39
2006,Atacama,Infectious diseases,27
2006,Atacama,Mental disorders,26
2006,Atacama,Nervous system,28
2006,Atacama,Perinatal conditions,22
2006,Atacama,Respiratory diseases,144
2006,Atacama,Symptoms (unclassified),41
2006,Atacama,Tumors (Cancer),333
2006,Bío-Bío,Circulatory diseases,2235
2006,Bío-Bío,Congenital malformations,86
2006,Bío-Bío,Digestive diseases,653
2006,Bío-Bío,Endocrine/Metabolic,332
2006,Bío-Bío,Genitourinary diseases,191
2006,Bío-Bío,Infectious diseases,170
2006,Bío-Bío,Mental disorders,180
2006,Bío-Bío,Nervous system,234
2006,Bío-Bío,Perinatal conditions,87
2006,Bío-Bío,Respiratory diseases,637
2006,Bío-Bío,Symptoms (unclassified),136
2006,Bío-Bío,Tumors (Cancer),1926
2006,Coquimbo,Circulatory diseases,834
2006,Coquimbo,Congenital malformations,28
2006,Coquimbo,Digestive diseases,188
2006,Coquimbo,Endocrine/Metabolic,168
2006,Coquimbo,Genitourinary diseases,96
2006,Coquimbo,Infectious diseases,81
2006,Coquimbo,Mental disorders,44
2006,Coquimbo,Nervous system,81
2006,Coquimbo,Perinatal conditions,31
2006,Coquimbo,Respiratory diseases,293
2006,Coquimbo,Symptoms (unclassified),140
2006,Coquimbo,Tumors (Cancer),876
2006,La Araucanía,Circulatory diseases,1418
2006,La Araucanía,Congenital malformations,57
2006,La Araucanía,Digestive diseases,344
2006,La Araucanía,Endocrine/Metabolic,231
2006,La Araucanía,Genitourinary diseases,148
2006,La Araucanía,Infectious diseases,105
2006,La Araucanía,Mental disorders,126
2006,La Araucanía,Nervous system,153
2006,La Araucanía,Perinatal conditions,48
2006,La Araucanía,Respiratory diseases,551
2006,La Araucanía,Symptoms (unclassified),356
2006,La Araucanía,Tumors (Cancer),1352
2006,Libertador General Bernardo O'Higgins,Circulatory diseases,1238
2006,Libertador General Bernardo O'Higgins,Congenital malformations,41
2006,Libertador General Bernardo O'Higgins,Digestive diseases,340
2006,Libertador General Bernardo O'Higgins,Endocrine/Metabolic,244
2006,Libertador General Bernardo O'Higgins,Genitourinary diseases,154
2006,Libertador General Bernardo O'Higgins,Infectious diseases,80
2006,Libertador General Bernardo O'Higgins,Mental disorders,114
2006,Libertador General Bernardo O'Higgins,Nervous system,117
2006,Libertador General Bernardo O'Higgins,Perinatal conditions,41
2006,Libertador General Bernardo O'Higgins,Respiratory diseases,467
2006,Libertador General Bernardo O'Higgins,Symptoms (unclassified),146
2006,Libertador General Bernardo O'Higgins,Tumors (Cancer),1104
2006,Los Lagos,Circulatory diseases,1133
2006,Los Lagos,Congenital malformations,46
2006,Los Lagos,Digestive diseases,328
2006,Los Lagos,Endocrine/Metabolic,219
2006,Los Lagos,Genitourinary diseases,96
2006,Los Lagos,Infectious diseases,95
2006,Los Lagos,Mental disorders,93
2006,Los Lagos,Nervous system,124
2006,Los Lagos,Perinatal conditions,46
2006,Los Lagos,Respiratory diseases,418
2006,Los Lagos,Symptoms (unclassified),203
2006,Los Lagos,Tumors (Cancer),1136
2006,Los Ríos,Circulatory diseases,631
2006,Los Ríos,Congenital malformations,21
2006,Los Ríos,Digestive diseases,146
2006,Los Ríos,Endocrine/Metabolic,102
2006,Los Ríos,Genitourinary diseases,45
2006,Los Ríos,Infectious diseases,46
2006,Los Ríos,Mental disorders,53
2006,Los Ríos,Nervous system,64
2006,Los Ríos,Perinatal conditions,15
2006,Los Ríos,Respiratory diseases,201
2006,Los Ríos,Symptoms (unclassified),122
2006,Los Ríos,Tumors (Cancer),582
2006,Magallanes y de la Antártica Chilena,Circulatory diseases,289
2006,Magallanes y de la Antártica Chilena,Congenital malformations,10
2006,Magallanes y de la Antártica Chilena,Digestive diseases,74
2006,Magallanes y de la Antártica Chilena,Endocrine/Metabolic,47
2006,Magallanes y de la Antártica Chilena,Genitourinary diseases,25
2006,Magallanes y de la Antártica Chilena,Infectious diseases,19
2006,Magallanes y de la Antártica Chilena,Mental disorders,31
2006,Magallanes y de la Antártica Chilena,Nervous system,26
2006,Magallanes y de la Antártica Chilena,Perinatal conditions,10
2006,Magallanes y de la Antártica Chilena,Respiratory diseases,72
2006,Magallanes y de la Antártica Chilena,Symptoms (unclassified),6
2006,Magallanes y de la Antártica Chilena,Tumors (Cancer),243
2006,Maule,Circulatory diseases,1625
2006,Maule,Congenital malformations,43
2006,Maule,Digestive diseases,382
2006,Maule,Endocrine/Metabolic,263
2006,Maule,Genitourinary diseases,148
2006,Maule,Infectious diseases,96
2006,Maule,Mental disorders,137
2006,Maule,Nervous system,135
2006,Maule,Perinatal conditions,66
2006,Maule,Respiratory diseases,514
2006,Maule,Symptoms (unclassified),75
2006,Maule,Tumors (Cancer),1355
2006,Región Metropolitana de Santiago,Circulatory diseases,9140
2006,Región Metropolitana de Santiago,Congenital malformations,358
2006,Región Metropolitana de Santiago,Digestive diseases,2426
2006,Región Metropolitana de Santiago,Endocrine/Metabolic,1710
2006,Región Metropolitana de Santiago,Genitourinary diseases,898
2006,Región Metropolitana de Santiago,Infectious diseases,650
2006,Región Metropolitana de Santiago,Mental disorders,1011
2006,Región Metropolitana de Santiago,Nervous system,953
2006,Región Metropolitana de Santiago,Perinatal conditions,313
2006,Región Metropolitana de Santiago,Respiratory diseases,2983
2006,Región Metropolitana de Santiago,Symptoms (unclassified),420
2006,Región Metropolitana de Santiago,Tumors (Cancer),8414
2006,Tarapacá,Circulatory diseases,277
2006,Tarapacá,Congenital malformations,12
2006,Tarapacá,Digestive diseases,89
2006,Tarapacá,Endocrine/Metabolic,57
2006,Tarapacá,Genitourinary diseases,35
2006,Tarapacá,Infectious diseases,40
2006,Tarapacá,Mental disorders,30
2006,Tarapacá,Nervous system,34
2006,Tarapacá,Perinatal conditions,8
2006,Tarapacá,Respiratory diseases,69
2006,Tarapacá,Symptoms (unclassified),16
2006,Tarapacá,Tumors (Cancer),269
2006,Valparaíso,Circulatory diseases,3094
2006,Valparaíso,Congenital malformations,84
2006,Valparaíso,Digestive diseases,674
2006,Valparaíso,Endocrine/Metabolic,470
2006,Valparaíso,Genitourinary diseases,384
2006,Valparaíso,Infectious diseases,195
2006,Valparaíso,Mental disorders,292
2006,Valparaíso,Nervous system,298
2006,Valparaíso,Perinatal conditions,66
2006,Valparaíso,Respiratory diseases,846
2006,Valparaíso,Symptoms (unclassified),242
2006,Valparaíso,Tumors (Cancer),2675
2006,Ñuble,Circulatory diseases,849
2006,Ñuble,Congenital malformations,34
2006,Ñuble,Digestive diseases,251
2006,Ñuble,Endocrine/Metabolic,130
2006,Ñuble,Genitourinary diseases,77
2006,Ñuble,Infectious diseases,71
2006,Ñuble,Mental disorders,89
2006,Ñuble,Nervous system,72
2006,Ñuble,Perinatal conditions,26
2006,Ñuble,Respiratory diseases,222
2006,Ñuble,Symptoms (unclassified),57
2006,Ñuble,Tumors (Cancer),678
2007,Aisén del General Carlos Ibáñez del Campo,Circulatory diseases,111
2007,Aisén del General Carlos Ibáñez del Campo,Congenital malformations,7
2007,Aisén del General Carlos Ibáñez del Campo,Digestive diseases,31
2007,Aisén del General Carlos Ibáñez del Campo,Endocrine/Metabolic,7
2007,Aisén del General Carlos Ibáñez del Campo,Genitourinary diseases,5
2007,Aisén del General Carlos Ibáñez del Campo,Infectious diseases,3
2007,Aisén del General Carlos Ibáñez del Campo,Mental disorders,12
2007,Aisén del General Carlos Ibáñez del Campo,Nervous system,13
